"","State","Facility Name","Facility ID (ORISPL)","Unit ID","Associated Stacks","Month","Year","Program(s)","Operating Time","Gross Load (MW-h)","Steam Load (1000lb)","SO2 (tons)","Avg. NOx Rate (lb/MMBtu)","NOx (tons)","CO2 (short tons)","Heat Input (MMBtu)","EPA Region","NERC Region","County"
"8086","KS","Quindaro",1295,"1","",4,1997,"ARP",488.25,27135,NA,670.521,0.8657,136.278,30142.8,298070.225,7,"SPP","Wyandotte County"
"8087","KS","Quindaro",1295,"1","",5,1997,"ARP",575.5,34918,NA,804.993,0.9187,178.49,37762.25,370744.75,7,"SPP","Wyandotte County"
"8088","KS","Quindaro",1295,"1","",6,1997,"ARP",581.25,36339,NA,808.043,0.8289,163.61,39067.3,381388.025,7,"SPP","Wyandotte County"
"8089","KS","Quindaro",1295,"1","",7,1997,"ARP",672.5,41004,NA,935.317,0.8176,190.841,44972.45,439290.2,7,"SPP","Wyandotte County"
"8090","KS","Quindaro",1295,"1","",8,1997,"ARP",744,47083,NA,1066.256,0.8655,217.329,50976.3,496848.9,7,"SPP","Wyandotte County"
"8091","KS","Quindaro",1295,"1","",9,1997,"ARP",447.25,23047,NA,631.872,0.7794,110.119,25365.45,248428.075,7,"SPP","Wyandotte County"
"8092","KS","Quindaro",1295,"1","",10,1997,"ARP",0.25,0,NA,0.007,0.22,2.75,4.8,24999.975,7,"SPP","Wyandotte County"
"8093","KS","Quindaro",1295,"1","",11,1997,"ARP",0,NA,NA,NA,NA,NA,NA,NA,7,"SPP","Wyandotte County"
"8094","KS","Quindaro",1295,"1","",12,1997,"ARP",261,12306,NA,237.466,0.9502,55.764,9866.1,102873,7,"SPP","Wyandotte County"
"8095","KS","Quindaro",1295,"2","",1,1997,"ARP",630.75,51146,NA,471.956,0.3003,101.88,65955.875,647622.425,7,"SPP","Wyandotte County"
"8096","KS","Quindaro",1295,"2","",2,1997,"ARP",672,51170,NA,329.782,0.2932,96.435,64579.2,630025.2,7,"SPP","Wyandotte County"
"8097","KS","Quindaro",1295,"2","",3,1997,"ARP",657,46747,NA,308.892,0.2886,85.31,57517.95,562998.6,7,"SPP","Wyandotte County"
"8098","KS","Quindaro",1295,"2","",4,1997,"ARP",436.5,36512,NA,261.275,0.3701,85.49,44842.2,437200.05,7,"SPP","Wyandotte County"
"8099","KS","Quindaro",1295,"2","",5,1997,"ARP",680.25,64379,NA,430.108,0.3881,163.939,77897.875,761794.575,7,"SPP","Wyandotte County"
"8100","KS","Quindaro",1295,"2","",6,1997,"ARP",719.75,64470,NA,395.158,0.3638,147.569,77681.075,758600.275,7,"SPP","Wyandotte County"
"8101","KS","Quindaro",1295,"2","",7,1997,"ARP",735.75,74086,NA,503.837,0.417,195.102,86948.95,850905.2,7,"SPP","Wyandotte County"
"8102","KS","Quindaro",1295,"2","",8,1997,"ARP",643.75,55575,NA,393.427,0.345,122.738,65903.575,646094.975,7,"SPP","Wyandotte County"
"8103","KS","Quindaro",1295,"2","",9,1997,"ARP",559.5,56265,NA,414.335,0.3829,129.579,66097.35,646108.175,7,"SPP","Wyandotte County"
"8104","KS","Quindaro",1295,"2","",10,1997,"ARP",259,26281,NA,154.531,0.3963,66.601,31078.725,331861,7,"SPP","Wyandotte County"
"8105","KS","Quindaro",1295,"2","",11,1997,"ARP",487,41731,NA,116.363,0.2192,57.594,47369.55,515638.425,7,"SPP","Wyandotte County"
"8106","KS","Quindaro",1295,"2","",12,1997,"ARP",653.5,57801,NA,271.849,0.3233,107.585,60987.7,608357.025,7,"SPP","Wyandotte County"
"8107","KS","Riverton",1239,"39","",1,1997,"ARP",744,15969,NA,191.436,0.3138,34.026,21989.8,216082.2,7,"SPP","Cherokee County"
"8108","KS","Riverton",1239,"39","",2,1997,"ARP",672,14305,NA,191.698,0.3596,36.029,20426.6,200738.6,7,"SPP","Cherokee County"
"8109","KS","Riverton",1239,"39","",3,1997,"ARP",744,15614,NA,212.547,0.3931,42.734,22055.2,216725.2,7,"SPP","Cherokee County"
"8110","KS","Riverton",1239,"39","",4,1997,"ARP",602,12937,NA,182.089,0.3927,35.822,18485.1,181676.5,7,"SPP","Cherokee County"
"8111","KS","Riverton",1239,"39","",5,1997,"ARP",217,4239,NA,54.508,0.3409,10.785,5800.25,57010.375,7,"SPP","Cherokee County"
"8112","KS","Riverton",1239,"39","",6,1997,"ARP",434.5,10767,NA,123.439,0.3971,25.626,12467.6,122536.55,7,"SPP","Cherokee County"
"8113","KS","Riverton",1239,"39","",7,1997,"ARP",644.25,17481,NA,206.981,0.3898,37.054,18654,183336.575,7,"SPP","Cherokee County"
"8114","KS","Riverton",1239,"39","",8,1997,"ARP",744,16610,NA,237.8,0.3747,39.164,21144.5,207829.4,7,"SPP","Cherokee County"
"8115","KS","Riverton",1239,"39","",9,1997,"ARP",720,15793,NA,195.737,0.3705,37.27,20406.5,200561.3,7,"SPP","Cherokee County"
"8116","KS","Riverton",1239,"39","",10,1997,"ARP",744,16711,NA,213.855,0.3921,42.819,22097.6,217181.2,7,"SPP","Cherokee County"
"8117","KS","Riverton",1239,"39","",11,1997,"ARP",719.5,15792,NA,224.72,0.3843,40.159,21128.5,207655.3,7,"SPP","Cherokee County"
"8118","KS","Riverton",1239,"39","",12,1997,"ARP",744,16864,NA,203.871,0.4028,44.08,22250.7,218701.3,7,"SPP","Cherokee County"
"8119","KS","Riverton",1239,"40","",1,1997,"ARP",694.75,25705,NA,279.77,0.3502,52.865,30589.625,299492.3,7,"SPP","Cherokee County"
"8120","KS","Riverton",1239,"40","",2,1997,"ARP",574,20565,NA,215.244,0.3854,45.898,24010.1,235038.6,7,"SPP","Cherokee County"
"8121","KS","Riverton",1239,"40","",3,1997,"ARP",741.75,27234,NA,313.367,0.3707,60.006,32854.675,321652.075,7,"SPP","Cherokee County"
"8122","KS","Riverton",1239,"40","",4,1997,"ARP",720,26967,NA,315.833,0.3958,63.385,32691.9,320055.4,7,"SPP","Cherokee County"
"8123","KS","Riverton",1239,"40","",5,1997,"ARP",367,13334,NA,141.792,0.3973,30.999,15217.5,148978.8,7,"SPP","Cherokee County"
"8124","KS","Riverton",1239,"40","",6,1997,"ARP",720,28574,NA,315.919,0.3967,60.349,31134.1,304796.9,7,"SPP","Cherokee County"
"8125","KS","Riverton",1239,"40","",7,1997,"ARP",744,30943,NA,341.288,0.4181,62.802,30829.1,301822.2,7,"SPP","Cherokee County"
"8126","KS","Riverton",1239,"40","",8,1997,"ARP",744,29031,NA,349.884,0.4234,65.229,31512,308496,7,"SPP","Cherokee County"
"8127","KS","Riverton",1239,"40","",9,1997,"ARP",720,28110,NA,297.119,0.4173,63.603,31059.7,304099,7,"SPP","Cherokee County"
"8128","KS","Riverton",1239,"40","",10,1997,"ARP",744,29168,NA,317.346,0.4184,66.12,32251.7,315744.7,7,"SPP","Cherokee County"
"8129","KS","Riverton",1239,"40","",11,1997,"ARP",720,27994,NA,333.821,0.4177,64.179,31352.3,306929.1,7,"SPP","Cherokee County"
"8130","KS","Riverton",1239,"40","",12,1997,"ARP",744,30483,NA,301.482,0.4181,67.691,33093.7,323982.2,7,"SPP","Cherokee County"
"8131","KS","Tecumseh Energy Center",1252,"10","",1,1997,"ARP",615.75,55083,NA,222.181,0.5942,157.841,58725.025,572375.75,7,"SPP","Shawnee County"
"8132","KS","Tecumseh Energy Center",1252,"10","",2,1997,"ARP",340,32268,NA,101.277,0.4906,74.818,33332.35,324879.05,7,"SPP","Shawnee County"
"8133","KS","Tecumseh Energy Center",1252,"10","",3,1997,"ARP",688.25,59063,NA,212.908,0.5881,170.337,62639.45,610526.625,7,"SPP","Shawnee County"
"8134","KS","Tecumseh Energy Center",1252,"10","",4,1997,"ARP",666.25,67927,NA,256.311,0.5034,167.024,73512.55,716489.725,7,"SPP","Shawnee County"
"8135","KS","Tecumseh Energy Center",1252,"10","",5,1997,"ARP",674.75,72954,NA,264.731,0.496,179.468,81729.55,796588.75,7,"SPP","Shawnee County"
"8136","KS","Tecumseh Energy Center",1252,"10","",6,1997,"ARP",720,70692,NA,277.524,0.533,185.54,79790.4,777691.1,7,"SPP","Shawnee County"
"8137","KS","Tecumseh Energy Center",1252,"10","",7,1997,"ARP",743.25,77808,NA,326.401,0.5213,201.502,89600.325,873292.9,7,"SPP","Shawnee County"
"8138","KS","Tecumseh Energy Center",1252,"10","",8,1997,"ARP",744,67907,NA,259.82,0.5166,176.884,77609.7,756417.8,7,"SPP","Shawnee County"
"8139","KS","Tecumseh Energy Center",1252,"10","",9,1997,"ARP",705.5,67834,NA,256.254,0.4432,154.532,77159.9,752040.025,7,"SPP","Shawnee County"
"8140","KS","Tecumseh Energy Center",1252,"10","",10,1997,"ARP",407.75,48810,NA,191.413,0.413,106.919,55728.4,543260.25,7,"SPP","Shawnee County"
"8141","KS","Tecumseh Energy Center",1252,"10","",11,1997,"ARP",0,NA,NA,NA,NA,NA,NA,NA,7,"SPP","Shawnee County"
"8142","KS","Tecumseh Energy Center",1252,"10","",12,1997,"ARP",10.5,0,NA,0,0.0124,0.011,52.125,880.6,7,"SPP","Shawnee County"
"8143","KS","Tecumseh Energy Center",1252,"9","",1,1997,"ARP",600.25,34161,NA,145.816,0.6196,108.062,37457.225,365069.95,7,"SPP","Shawnee County"
"8144","KS","Tecumseh Energy Center",1252,"9","",2,1997,"ARP",365,18714,NA,63.75,0.5935,58.607,20960.025,204286.6,7,"SPP","Shawnee County"
"8145","KS","Tecumseh Energy Center",1252,"9","",3,1997,"ARP",181,10090,NA,40.774,0.5727,30.488,11273.4,109881.4,7,"SPP","Shawnee County"
"8146","KS","Tecumseh Energy Center",1252,"9","",4,1997,"ARP",424.5,19576,NA,77.98,0.5912,66.989,21799.925,212464.225,7,"SPP","Shawnee County"
"8147","KS","Tecumseh Energy Center",1252,"9","",5,1997,"ARP",669.75,38807,NA,149.958,0.6058,119.99,42842.675,417551.3,7,"SPP","Shawnee County"
"8148","KS","Tecumseh Energy Center",1252,"9","",6,1997,"ARP",648.75,37900,NA,144.18,0.642,119.467,41272.9,402271.175,7,"SPP","Shawnee County"
"8149","KS","Tecumseh Energy Center",1252,"9","",7,1997,"ARP",728.75,44175,NA,170.694,0.5995,134.913,50426.05,491474,7,"SPP","Shawnee County"
"8150","KS","Tecumseh Energy Center",1252,"9","",8,1997,"ARP",744,42020,NA,158.456,0.5557,120.067,49078.3,478350.8,7,"SPP","Shawnee County"
"8151","KS","Tecumseh Energy Center",1252,"9","",9,1997,"ARP",661.75,36335,NA,142.129,0.4792,94.489,42529.1,414511.25,7,"SPP","Shawnee County"
"8152","KS","Tecumseh Energy Center",1252,"9","",10,1997,"ARP",741,45827,NA,195.426,0.5889,150.151,55544,544140.7,7,"SPP","Shawnee County"
"8153","KS","Tecumseh Energy Center",1252,"9","",11,1997,"ARP",720,39588,NA,168.787,0.732,159.243,47979.1,467640.8,7,"SPP","Shawnee County"
"8154","KS","Tecumseh Energy Center",1252,"9","",12,1997,"ARP",535,31492,NA,109.422,0.6578,105.425,34908.1,340913.3,7,"SPP","Shawnee County"
"8155","KY","Big Sandy",1353,"BSU1","",1,1997,"ARP",744,188925,NA,1801.08,0.6603,592.502,182172.606,1775559.139,4,"ECAR","Lawrence County"
"8156","KY","Big Sandy",1353,"BSU1","",2,1997,"ARP",664.5,165010,NA,1517.85,0.6289,496.102,160179.46,1561204.082,4,"ECAR","Lawrence County"
"8157","KY","Big Sandy",1353,"BSU1","",3,1997,"ARP",622.25,155141,NA,1524.152,0.6706,502.16,150565.567,1467505.38,4,"ECAR","Lawrence County"
"8158","KY","Big Sandy",1353,"BSU1","",4,1997,"ARP",720,187646,NA,1822.851,0.6416,573.813,182483.264,1778588.523,4,"ECAR","Lawrence County"
"8159","KY","Big Sandy",1353,"BSU1","",5,1997,"ARP",744,180768,NA,1748.865,0.6353,561.237,175845.595,1713889.372,4,"ECAR","Lawrence County"
"8160","KY","Big Sandy",1353,"BSU1","",6,1997,"ARP",720,157428,NA,1548.096,0.581,457.406,153983.739,1500815.53,4,"ECAR","Lawrence County"
"8161","KY","Big Sandy",1353,"BSU1","",7,1997,"ARP",744,172529,NA,1677.737,0.5843,491.569,167175.756,1629394.667,4,"ECAR","Lawrence County"
"8162","KY","Big Sandy",1353,"BSU1","",8,1997,"ARP",736,165127,NA,1531.136,0.5702,447.018,156231.35,1522723.12,4,"ECAR","Lawrence County"
"8163","KY","Big Sandy",1353,"BSU1","",9,1997,"ARP",720,181244,NA,1729.463,0.6443,536.911,169284.798,1649953.098,4,"ECAR","Lawrence County"
"8164","KY","Big Sandy",1353,"BSU1","",10,1997,"ARP",744,194025,NA,1830.799,0.6513,568.001,178681.037,1741529.858,4,"ECAR","Lawrence County"
"8165","KY","Big Sandy",1353,"BSU1","",11,1997,"ARP",558,140454,NA,1232.449,0.64,400.232,127294.98,1240688.62,4,"ECAR","Lawrence County"
"8166","KY","Big Sandy",1353,"BSU1","",12,1997,"ARP",651.5,163231,NA,1508.34,0.7663,630.728,162136.832,1580277.292,4,"ECAR","Lawrence County"
"8167","KY","Big Sandy",1353,"BSU2","",1,1997,"ARP",744,580723,NA,5537.368,0.5882,1621.371,559944.294,5457539.761,4,"ECAR","Lawrence County"
"8168","KY","Big Sandy",1353,"BSU2","",2,1997,"ARP",659.25,477636,NA,4381.135,0.5177,1212.564,459799.94,4481482.118,4,"ECAR","Lawrence County"
"8169","KY","Big Sandy",1353,"BSU2","",3,1997,"ARP",671.5,519173,NA,5063.077,0.5505,1364.558,495682.633,4831216.12,4,"ECAR","Lawrence County"
"8170","KY","Big Sandy",1353,"BSU2","",4,1997,"ARP",687.75,541573,NA,5248.266,0.5399,1387.469,524666.936,5113709.177,4,"ECAR","Lawrence County"
"8171","KY","Big Sandy",1353,"BSU2","",5,1997,"ARP",645,445439,NA,4188.797,0.4892,1063.992,422632.405,4119214.128,4,"ECAR","Lawrence County"
"8172","KY","Big Sandy",1353,"BSU2","",6,1997,"ARP",666.5,428816,NA,4201.551,0.4724,1017.455,414988.962,4044724.97,4,"ECAR","Lawrence County"
"8173","KY","Big Sandy",1353,"BSU2","",7,1997,"ARP",709.5,469669,NA,4515.524,0.5731,1292.605,448499.244,4371342.033,4,"ECAR","Lawrence County"
"8174","KY","Big Sandy",1353,"BSU2","",8,1997,"ARP",744,521613,NA,4825.389,0.5694,1410.764,492346.15,4798696.38,4,"ECAR","Lawrence County"
"8175","KY","Big Sandy",1353,"BSU2","",9,1997,"ARP",651,498196,NA,4728.734,0.6193,1403.205,461652.302,4499539.502,4,"ECAR","Lawrence County"
"8176","KY","Big Sandy",1353,"BSU2","",10,1997,"ARP",744,610251,NA,5744.324,0.6513,1787.032,561947.263,5477066.542,4,"ECAR","Lawrence County"
"8177","KY","Big Sandy",1353,"BSU2","",11,1997,"ARP",720,583490,NA,5128.375,0.6218,1610.573,530033.82,5166015.28,4,"ECAR","Lawrence County"
"8178","KY","Big Sandy",1353,"BSU2","",12,1997,"ARP",332.25,250554,NA,2219.148,0.6694,751.015,231981.293,2261028.008,4,"ECAR","Lawrence County"
"8179","KY","Cane Run",1363,"4","",1,1997,"ARP",637.25,77103,NA,480.192,0.54,291.516,103898.25,1012634.7,4,"SERC","Jefferson County"
"8180","KY","Cane Run",1363,"4","",2,1997,"ARP",440.5,51405,NA,304.055,0.4738,164.603,65831.175,641615.425,4,"SERC","Jefferson County"
"8181","KY","Cane Run",1363,"4","",3,1997,"ARP",641.5,67690,NA,418.721,0.3889,186.534,91533.475,892144.7,4,"SERC","Jefferson County"
"8182","KY","Cane Run",1363,"4","",4,1997,"ARP",719,86738,NA,509.855,0.403,230.329,112045.05,1092065.35,4,"SERC","Jefferson County"
"8183","KY","Cane Run",1363,"4","",5,1997,"ARP",744,84338,NA,490.33,0.4263,240.794,112594.5,1097432.3,4,"SERC","Jefferson County"
"8184","KY","Cane Run",1363,"4","",6,1997,"ARP",617.75,64216,NA,343.49,0.3775,167.784,86551.575,843581.15,4,"SERC","Jefferson County"
"8185","KY","Cane Run",1363,"4","",7,1997,"ARP",744,89647,NA,506.732,0.4235,251.022,117371.2,1143986.6,4,"SERC","Jefferson County"
"8186","KY","Cane Run",1363,"4","",8,1997,"ARP",700.5,84016,NA,491.231,0.4106,242.331,112595.05,1097422.025,4,"SERC","Jefferson County"
"8187","KY","Cane Run",1363,"4","",9,1997,"ARP",719,80988,NA,459.569,0.4005,220.288,108302.65,1055590.425,4,"SERC","Jefferson County"
"8188","KY","Cane Run",1363,"4","",10,1997,"ARP",743.5,87268,NA,526.516,0.4238,228.686,107486.125,1047617.2,4,"SERC","Jefferson County"
"8189","KY","Cane Run",1363,"4","",11,1997,"ARP",719,78401,NA,423.212,0.414,199.89,97292.7,948258.4,4,"SERC","Jefferson County"
"8190","KY","Cane Run",1363,"4","",12,1997,"ARP",744,82360,NA,461.565,0.4367,227.72,104902.4,1022450.3,4,"SERC","Jefferson County"
"8191","KY","Cane Run",1363,"5","",1,1997,"ARP",680.25,102021,NA,520.619,0.5004,290.156,113295.3,1104243.15,4,"SERC","Jefferson County"
"8192","KY","Cane Run",1363,"5","",2,1997,"ARP",492.25,53083,NA,278.108,0.3883,134.512,61175.1,596251.05,4,"SERC","Jefferson County"
"8193","KY","Cane Run",1363,"5","",3,1997,"ARP",551.75,61428,NA,314.585,0.4523,172.983,68213.45,689527.85,4,"SERC","Jefferson County"
"8194","KY","Cane Run",1363,"5","",4,1997,"ARP",710.25,97544,NA,527.529,0.4651,260.923,106936.525,1079831.025,4,"SERC","Jefferson County"
"8195","KY","Cane Run",1363,"5","",5,1997,"ARP",655.5,89491,NA,450.44,0.4883,241.761,97587.525,951158.975,4,"SERC","Jefferson County"
"8196","KY","Cane Run",1363,"5","",6,1997,"ARP",522.75,69251,NA,328.894,0.4913,178.304,70271.525,684908.85,4,"SERC","Jefferson County"
"8197","KY","Cane Run",1363,"5","",7,1997,"ARP",629.75,82624,NA,403.014,0.4873,219.735,84005.375,818761.1,4,"SERC","Jefferson County"
"8198","KY","Cane Run",1363,"5","",8,1997,"ARP",451.5,37440,NA,178.702,0.3825,91.878,42379.45,413049.55,4,"SERC","Jefferson County"
"8199","KY","Cane Run",1363,"5","",9,1997,"ARP",690.75,77690,NA,350.139,0.4233,188.283,81810.725,797385.225,4,"SERC","Jefferson County"
"8200","KY","Cane Run",1363,"5","",10,1997,"ARP",450.5,62955,NA,365.052,0.4827,182.913,72461.975,706262.275,4,"SERC","Jefferson County"
"8201","KY","Cane Run",1363,"5","",11,1997,"ARP",687.75,101447,NA,563.782,0.4955,284.292,113930.975,1110429.2,4,"SERC","Jefferson County"
"8202","KY","Cane Run",1363,"5","",12,1997,"ARP",711.5,109795,NA,551.023,0.5074,291.071,114682.45,1117755.825,4,"SERC","Jefferson County"
"8203","KY","Cane Run",1363,"6","",1,1997,"ARP",573.75,119564,NA,527.765,0.3804,227.93,120924.45,1178596.025,4,"SERC","Jefferson County"
"8204","KY","Cane Run",1363,"6","",2,1997,"ARP",670,139253,NA,654.223,0.3574,252.126,146503.975,1427916.375,4,"SERC","Jefferson County"
"8205","KY","Cane Run",1363,"6","",3,1997,"ARP",585.5,94146,NA,425.676,0.4739,225.565,100083.675,975463.525,4,"SERC","Jefferson County"
"8206","KY","Cane Run",1363,"6","",4,1997,"ARP",716.5,133814,NA,602.455,0.4412,285.121,137028.2,1335560.95,4,"SERC","Jefferson County"
"8207","KY","Cane Run",1363,"6","",5,1997,"ARP",73.5,9629,NA,44.643,0.3092,17.498,10010.725,97570.375,4,"SERC","Jefferson County"
"8208","KY","Cane Run",1363,"6","",6,1997,"ARP",679.75,110467,NA,480.222,0.36,221.623,121915.15,1188247.775,4,"SERC","Jefferson County"
"8209","KY","Cane Run",1363,"6","",7,1997,"ARP",599,105429,NA,424.267,0.4052,242.984,119093.775,1160750.5,4,"SERC","Jefferson County"
"8210","KY","Cane Run",1363,"6","",8,1997,"ARP",423,63461,NA,289.464,0.3973,127.97,71560.7,697469.725,4,"SERC","Jefferson County"
"8211","KY","Cane Run",1363,"6","",9,1997,"ARP",506.25,84346,NA,408.504,0.3695,165.419,89269.15,870075.9,4,"SERC","Jefferson County"
"8212","KY","Cane Run",1363,"6","",10,1997,"ARP",744,147884,NA,740.664,0.3691,274.722,150705.2,1468860.9,4,"SERC","Jefferson County"
"8213","KY","Cane Run",1363,"6","",11,1997,"ARP",718.75,143279,NA,687.442,0.408,291.899,145827.35,1421317.35,4,"SERC","Jefferson County"
"8214","KY","Cane Run",1363,"6","",12,1997,"ARP",720,130219,NA,627.073,0.3595,235.039,132664.5,1293016.025,4,"SERC","Jefferson County"
"8215","KY","Coleman",1381,"C1","",1,1997,"ARP",681.25,96100,NA,1610.526,0.4566,219.97,96674.875,942241.35,4,"ECAR","Hancock County"
"8216","KY","Coleman",1381,"C1","",2,1997,"ARP",626.25,86348,NA,1320.87,0.4579,188.387,83947.05,818188,4,"ECAR","Hancock County"
"8217","KY","Coleman",1381,"C1","",3,1997,"ARP",556.75,70584,NA,998.92,0.445,146.322,64833.9,631894.325,4,"ECAR","Hancock County"
"8218","KY","Coleman",1381,"C1","",4,1997,"ARP",720,100305,NA,1414.505,0.4726,213.321,91786.7,894602.5,4,"ECAR","Hancock County"
"8219","KY","Coleman",1381,"C1","",5,1997,"ARP",702.5,93001,NA,1434.858,0.4569,210.53,93140.1,907801.55,4,"ECAR","Hancock County"
"8220","KY","Coleman",1381,"C1","",6,1997,"ARP",667.25,90370,NA,1451.692,0.4504,210.972,94592,921941.925,4,"ECAR","Hancock County"
"8221","KY","Coleman",1381,"C1","",7,1997,"ARP",693.75,92090,NA,1384.92,0.4598,224.191,98525.725,960283.85,4,"ECAR","Hancock County"
"8222","KY","Coleman",1381,"C1","",8,1997,"ARP",744,94802,NA,1772.804,0.4338,216.608,101318.8,987511.7,4,"ECAR","Hancock County"
"8223","KY","Coleman",1381,"C1","",9,1997,"ARP",720,94664,NA,1424.999,0.4676,229.328,99827.6,972972.8,4,"ECAR","Hancock County"
"8224","KY","Coleman",1381,"C1","",10,1997,"ARP",743.75,101841,NA,1322.202,0.4632,243.565,107218.175,1045016.6,4,"ECAR","Hancock County"
"8225","KY","Coleman",1381,"C1","",11,1997,"ARP",362.25,45773,NA,608.46,0.442,107.7,48299.85,470762.95,4,"ECAR","Hancock County"
"8226","KY","Coleman",1381,"C1","",12,1997,"ARP",703.75,91444,NA,1240.648,0.469,224.69,96784.375,943314.15,4,"ECAR","Hancock County"
"8227","KY","Coleman",1381,"C2","",1,1997,"ARP",744,110119,NA,1913.141,0.4257,244.507,116773.4,1138145.1,4,"ECAR","Hancock County"
"8228","KY","Coleman",1381,"C2","",2,1997,"ARP",662,90074,NA,1473.759,0.4181,195.445,95412.4,929952.1,4,"ECAR","Hancock County"
"8229","KY","Coleman",1381,"C2","",3,1997,"ARP",742.5,104734,NA,1531.851,0.4679,253.009,109654.05,1068752.7,4,"ECAR","Hancock County"
"8230","KY","Coleman",1381,"C2","",4,1997,"ARP",720,111127,NA,1770.318,0.4955,290.504,119850.4,1168090.3,4,"ECAR","Hancock County"
"8231","KY","Coleman",1381,"C2","",5,1997,"ARP",744,101298,NA,1667.349,0.4573,247.997,109895.7,1071072.7,4,"ECAR","Hancock County"
"8232","KY","Coleman",1381,"C2","",6,1997,"ARP",720,98970,NA,1586.297,0.4581,243.495,108397,1056469.8,4,"ECAR","Hancock County"
"8233","KY","Coleman",1381,"C2","",7,1997,"ARP",744,100975,NA,1482.47,0.4693,250.19,108001.3,1052601.6,4,"ECAR","Hancock County"
"8234","KY","Coleman",1381,"C2","",8,1997,"ARP",744,103083,NA,1841.304,0.4574,240.97,107177.1,1044559.5,4,"ECAR","Hancock County"
"8235","KY","Coleman",1381,"C2","",9,1997,"ARP",719,98557,NA,1412.497,0.4395,218.082,101496.3,989213.8,4,"ECAR","Hancock County"
"8236","KY","Coleman",1381,"C2","",10,1997,"ARP",744,107311,NA,1320.126,0.4643,250.668,110441.1,1076382.3,4,"ECAR","Hancock County"
"8237","KY","Coleman",1381,"C2","",11,1997,"ARP",720,102094,NA,1302.094,0.4673,244.034,106386,1036851.6,4,"ECAR","Hancock County"
"8238","KY","Coleman",1381,"C2","",12,1997,"ARP",744,97824,NA,1296.646,0.4312,218.352,103003.2,1003892.3,4,"ECAR","Hancock County"
"8239","KY","Coleman",1381,"C3","",1,1997,"ARP",0,NA,NA,NA,NA,NA,NA,NA,4,"ECAR","Hancock County"
"8240","KY","Coleman",1381,"C3","",2,1997,"ARP",546,69285,NA,1070.05,0.4789,178.424,72604.125,707643.05,4,"ECAR","Hancock County"
"8241","KY","Coleman",1381,"C3","",3,1997,"ARP",742.25,96537,NA,1381.858,0.4363,219.576,101288.2,987208.3,4,"ECAR","Hancock County"
"8242","KY","Coleman",1381,"C3","",4,1997,"ARP",720,114390,NA,1844.308,0.4864,292.315,123147,1200260,4,"ECAR","Hancock County"
"8243","KY","Coleman",1381,"C3","",5,1997,"ARP",670.75,85008,NA,1375.173,0.452,208.614,92523.875,901795.325,4,"ECAR","Hancock County"
"8244","KY","Coleman",1381,"C3","",6,1997,"ARP",640.75,81352,NA,1293.132,0.4574,201.175,87113.8,849061.5,4,"ECAR","Hancock County"
"8245","KY","Coleman",1381,"C3","",7,1997,"ARP",744,101178,NA,1529.098,0.4916,268.677,109852,1070677.3,4,"ECAR","Hancock County"
"8246","KY","Coleman",1381,"C3","",8,1997,"ARP",744,101040,NA,1905.453,0.4878,269.224,110006.6,1072193.6,4,"ECAR","Hancock County"
"8247","KY","Coleman",1381,"C3","",9,1997,"ARP",719.75,97408,NA,1478.978,0.5001,262.739,105651.65,1029750,4,"ECAR","Hancock County"
"8248","KY","Coleman",1381,"C3","",10,1997,"ARP",744,110518,NA,1445.52,0.5111,299.334,119335.3,1163110.5,4,"ECAR","Hancock County"
"8249","KY","Coleman",1381,"C3","",11,1997,"ARP",720,105469,NA,1413.946,0.4928,274.354,113974.7,1110844.5,4,"ECAR","Hancock County"
"8250","KY","Coleman",1381,"C3","",12,1997,"ARP",695,94620,NA,1299.592,0.4761,242.652,102493.225,998961.85,4,"ECAR","Hancock County"
"8251","KY","D B Wilson",6823,"W1","",1,1997,"ARP",744,302752,NA,836.285,0.5216,822.685,322361.9,3141883.4,4,"ECAR","Ohio County"
"8252","KY","D B Wilson",6823,"W1","",2,1997,"ARP",672,251093,NA,684.434,0.4835,636.598,269174.2,2623495.4,4,"ECAR","Ohio County"
"8253","KY","D B Wilson",6823,"W1","",3,1997,"ARP",3,701,NA,0.011,0.4093,0.009,4.7,46.2,4,"ECAR","Ohio County"
"8254","KY","D B Wilson",6823,"W1","",4,1997,"ARP",75,578,NA,6.469,0.0419,1.604,6130.425,59749.3,4,"ECAR","Ohio County"
"8255","KY","D B Wilson",6823,"W1","",5,1997,"ARP",718,258941,NA,627.638,0.4478,551.306,245065.475,2388553.4,4,"ECAR","Ohio County"
"8256","KY","D B Wilson",6823,"W1","",6,1997,"ARP",719.75,277327,NA,610.734,0.4735,579.09,248157.975,2418687.25,4,"ECAR","Ohio County"
"8257","KY","D B Wilson",6823,"W1","",7,1997,"ARP",744,282350,NA,610.679,0.4702,570.981,247804.2,2415252.1,4,"ECAR","Ohio County"
"8258","KY","D B Wilson",6823,"W1","",8,1997,"ARP",588.25,198502,NA,518.911,0.4422,463.777,208150.05,2028745.425,4,"ECAR","Ohio County"
"8259","KY","D B Wilson",6823,"W1","",9,1997,"ARP",720,273384,NA,681.292,0.4748,687.208,295825.5,2883319.7,4,"ECAR","Ohio County"
"8260","KY","D B Wilson",6823,"W1","",10,1997,"ARP",744,317629,NA,1112.447,0.4824,969.819,411247.7,4008247.4,4,"ECAR","Ohio County"
