"","State","Facility Name","Facility ID (ORISPL)","Unit ID","Associated Stacks","Month","Year","Program(s)","Operating Time","Gross Load (MW-h)","Steam Load (1000lb)","SO2 (tons)","Avg. NOx Rate (lb/MMBtu)","NOx (tons)","CO2 (short tons)","Heat Input (MMBtu)","EPA Region","NERC Region","County"
"2693","CO","Ray D Nixon",8219,"3","",8,1999,"ARP",129.25,3652,NA,0.013,0.0539,1.012,2527.8,42530.45,8,"WECC","El Paso County"
"2694","CO","Ray D Nixon",8219,"3","",9,1999,"ARP",14.5,417,NA,0.001,0.0435,0.085,287.375,4834.3,8,"WECC","El Paso County"
"2695","CO","Ray D Nixon",8219,"3","",10,1999,"ARP",52.5,1445,NA,0.005,0.0517,0.351,1013.125,17041.425,8,"WECC","El Paso County"
"2696","CO","Ray D Nixon",8219,"3","",11,1999,"ARP",20.25,489,NA,0.002,0.1062,0.209,347.025,5839.225,8,"WECC","El Paso County"
"2697","CO","Ray D Nixon",8219,"3","",12,1999,"ARP",15.25,383,NA,0.001,0.0808,0.138,271.075,4564.6,8,"WECC","El Paso County"
"2698","CO","Valmont",477,"5","",1,1999,"ARP",703.75,120727,NA,510.431,0.3179,197.538,126940.025,1237241.5,8,"WECC","Boulder County"
"2699","CO","Valmont",477,"5","",2,1999,"ARP",672,117912,NA,538.06,0.284,171.814,124777,1216147.9,8,"WECC","Boulder County"
"2700","CO","Valmont",477,"5","",3,1999,"ARP",744,127168,NA,489.892,0.2727,178.971,135848.1,1324054.5,8,"WECC","Boulder County"
"2701","CO","Valmont",477,"5","",4,1999,"ARP",45.75,7249,NA,25.534,0.2304,8.108,7182,69997.675,8,"WECC","Boulder County"
"2702","CO","Valmont",477,"5","",5,1999,"ARP",0,NA,NA,NA,NA,NA,NA,NA,8,"WECC","Boulder County"
"2703","CO","Valmont",477,"5","",6,1999,"ARP",0,NA,NA,NA,NA,NA,NA,NA,8,"WECC","Boulder County"
"2704","CO","Valmont",477,"5","",7,1999,"ARP",347.25,38380,NA,182.718,0.189,46.501,45293.8,441474.6,8,"WECC","Boulder County"
"2705","CO","Valmont",477,"5","",8,1999,"ARP",228.75,18456,NA,72.722,0.1377,20.782,23040.05,224559.55,8,"WECC","Boulder County"
"2706","CO","Valmont",477,"5","",9,1999,"ARP",674.5,89729,NA,282.597,0.2536,103.394,82863.5,807611,8,"WECC","Boulder County"
"2707","CO","Valmont",477,"5","",10,1999,"ARP",647.75,93751,NA,289.255,0.2487,98.583,79968.6,779431.525,8,"WECC","Boulder County"
"2708","CO","Valmont",477,"5","",11,1999,"ARP",622.25,97545,NA,250.627,0.2969,109.258,75669.65,737528.525,8,"WECC","Boulder County"
"2709","CO","Valmont",477,"5","",12,1999,"ARP",417.25,68663,NA,193.225,0.2613,79.007,60806.95,592651.85,8,"WECC","Boulder County"
"2710","CO","Zuni",478,"1","",1,1999,"ARP",694.75,73,79720,0.027,0.1635,7.657,5406.869,90977.162,8,"WECC","Denver County"
"2711","CO","Zuni",478,"1","",2,1999,"ARP",442.42,195,47094,0.016,0.1602,4.613,3268.159,54988.901,8,"WECC","Denver County"
"2712","CO","Zuni",478,"1","",3,1999,"ARP",343.39,473,37728,0.014,0.1638,4.066,2758.732,46416.944,8,"WECC","Denver County"
"2713","CO","Zuni",478,"1","",4,1999,"ARP",3.98,0,8,0,0.15,0,0.3,4.847,8,"WECC","Denver County"
"2714","CO","Zuni",478,"1","",5,1999,"ARP",77.49,542,8620,1.251,0.2128,1.547,721.033,10983.712,8,"WECC","Denver County"
"2715","CO","Zuni",478,"1","",6,1999,"ARP",96.16,841,12944,0.005,0.249,2.487,988.61,16569.334,8,"WECC","Denver County"
"2716","CO","Zuni",478,"1","",7,1999,"ARP",120.83,1390,20560,0.008,0.27,4.339,1579.399,26438.118,8,"WECC","Denver County"
"2717","CO","Zuni",478,"1","",8,1999,"ARP",130.52,1111,17376,0.006,0.2454,3.258,1283.77,21404.432,8,"WECC","Denver County"
"2718","CO","Zuni",478,"1","",9,1999,"ARP",33.5,20,2834,0.001,0.1943,0.405,204.393,3420.445,8,"WECC","Denver County"
"2719","CO","Zuni",478,"1","",10,1999,"ARP",86.6,1068,11754,0.005,0.2521,2.431,919.332,15372.58,8,"WECC","Denver County"
"2720","CO","Zuni",478,"1","",11,1999,"ARP",152.27,187,18195,0.006,0.2422,2.779,1229.564,20636.92,8,"WECC","Denver County"
"2721","CO","Zuni",478,"1","",12,1999,"ARP",584.84,105,76773,0.024,0.2518,10.88,4841.255,81407.843,8,"WECC","Denver County"
"2722","CO","Zuni",478,"2","",1,1999,"ARP",6.25,63,530,0,0.252,0.114,48.594,818.185,8,"WECC","Denver County"
"2723","CO","Zuni",478,"2","",2,1999,"ARP",9.84,129,837,0,0.2663,0.186,75.672,1270.004,8,"WECC","Denver County"
"2724","CO","Zuni",478,"2","",3,1999,"ARP",46.21,374,2163,0.001,0.1769,0.292,189.453,3186.07,8,"WECC","Denver County"
"2725","CO","Zuni",478,"2","",4,1999,"ARP",7.17,0,366,0,0.0865,0.037,34.141,562.404,8,"WECC","Denver County"
"2726","CO","Zuni",478,"2","",5,1999,"ARP",35.58,109,1913,0.237,0.1231,0.274,172.874,2688.353,8,"WECC","Denver County"
"2727","CO","Zuni",478,"2","",6,1999,"ARP",36.63,717,2044,0.001,0.0995,0.274,196.055,3275.345,8,"WECC","Denver County"
"2728","CO","Zuni",478,"2","",7,1999,"ARP",8.77,171,486,0,0.0894,0.057,49.131,803.583,8,"WECC","Denver County"
"2729","CO","Zuni",478,"2","",8,1999,"ARP",683.37,1124,47505,0.018,0.073,2.431,3537.137,59529.511,8,"WECC","Denver County"
"2730","CO","Zuni",478,"2","",9,1999,"ARP",161.82,3,11032,0.004,0.0651,0.47,811.386,13647.504,8,"WECC","Denver County"
"2731","CO","Zuni",478,"2","",10,1999,"ARP",34.75,817,2529,0.001,0.119,0.336,215.5,3595.719,8,"WECC","Denver County"
"2732","CO","Zuni",478,"2","",11,1999,"ARP",12.65,184,612,0,0.0539,0.027,51.125,854.562,8,"WECC","Denver County"
"2733","CO","Zuni",478,"2","",12,1999,"ARP",0,NA,NA,NA,NA,NA,NA,NA,8,"WECC","Denver County"
"2734","CO","Zuni",478,"3","",1,1999,"ARP",7.67,1,890,0,0.1287,0.143,76.857,1294.216,8,"WECC","Denver County"
"2735","CO","Zuni",478,"3","",2,1999,"ARP",33.97,3,5746,0.002,0.1881,1.072,484.273,8147.716,8,"WECC","Denver County"
"2736","CO","Zuni",478,"3","",3,1999,"ARP",55.62,3,9423,0.004,0.1926,1.732,796.798,13411.102,8,"WECC","Denver County"
"2737","CO","Zuni",478,"3","",4,1999,"ARP",195.03,0,18602,0.007,0.1087,2.466,1484.875,24833.094,8,"WECC","Denver County"
"2738","CO","Zuni",478,"3","",5,1999,"ARP",20.52,12,4139,0.002,0.1519,1.237,352.469,5771.555,8,"WECC","Denver County"
"2739","CO","Zuni",478,"3","",6,1999,"ARP",60.35,61,18056,0.007,0.2729,4.816,1481.454,24754.145,8,"WECC","Denver County"
"2740","CO","Zuni",478,"3","",7,1999,"ARP",133.77,142,38581,1.243,0.1812,7.116,3259.333,53569.858,8,"WECC","Denver County"
"2741","CO","Zuni",478,"3","",8,1999,"ARP",111.12,153,31545,0.014,0.1982,7.081,2689.237,44959.928,8,"WECC","Denver County"
"2742","CO","Zuni",478,"3","",9,1999,"ARP",16.98,5,2654,0.001,0.1156,0.345,232.716,3905.919,8,"WECC","Denver County"
"2743","CO","Zuni",478,"3","",10,1999,"ARP",74.26,96,25455,0.01,0.2819,6.578,1965.306,32877.233,8,"WECC","Denver County"
"2744","CO","Zuni",478,"3","",11,1999,"ARP",28.93,0,3318,0.002,0.1388,0.621,308.913,5149.783,8,"WECC","Denver County"
"2745","CO","Zuni",478,"3","",12,1999,"ARP",26.45,0,1909,0.001,0.0878,0.263,173.379,2857.588,8,"WECC","Denver County"
"2746","CT","AES Thames",10675,"UNITA","CS01",4,1999,"OTC",NA,NA,NA,NA,NA,NA,NA,NA,1,"NPCC","New London County"
"2747","CT","AES Thames",10675,"UNITA","CS01",5,1999,"OTC",744,NA,518743,NA,0.0381,14.807,NA,777480,1,"NPCC","New London County"
"2748","CT","AES Thames",10675,"UNITA","CS01",6,1999,"OTC",720,NA,515213,NA,0.0396,14.883,NA,752400,1,"NPCC","New London County"
"2749","CT","AES Thames",10675,"UNITA","CS01",7,1999,"OTC",744,NA,514482,NA,0.0308,11.975,NA,777480,1,"NPCC","New London County"
"2750","CT","AES Thames",10675,"UNITA","CS01",8,1999,"OTC",744,NA,523966,NA,0.035,13.588,NA,777480,1,"NPCC","New London County"
"2751","CT","AES Thames",10675,"UNITA","CS01",9,1999,"OTC",480.25,NA,314771,NA,0.0429,10.744,NA,501861.25,1,"NPCC","New London County"
"2752","CT","AES Thames",10675,"UNITA","CS01",10,1999,"OTC",467.5,NA,306214,NA,0.0593,14.187,NA,488537.5,1,"NPCC","New London County"
"2753","CT","AES Thames",10675,"UNITA","CS01",11,1999,"OTC",2.5,NA,0,NA,0.0883,0.089,NA,2612.5,1,"NPCC","New London County"
"2754","CT","AES Thames",10675,"UNITA","CS01",12,1999,"OTC",734.5,NA,495131,NA,0.0789,29.965,NA,767552.5,1,"NPCC","New London County"
"2755","CT","AES Thames",10675,"UNITB","CS01",4,1999,"OTC",NA,NA,NA,NA,NA,NA,NA,NA,1,"NPCC","New London County"
"2756","CT","AES Thames",10675,"UNITB","CS01",5,1999,"OTC",744,NA,519192,NA,0.0407,15.803,NA,777480,1,"NPCC","New London County"
"2757","CT","AES Thames",10675,"UNITB","CS01",6,1999,"OTC",720,NA,513926,NA,0.0381,14.316,NA,752400,1,"NPCC","New London County"
"2758","CT","AES Thames",10675,"UNITB","CS01",7,1999,"OTC",744,NA,511678,NA,0.0417,16.219,NA,777480,1,"NPCC","New London County"
"2759","CT","AES Thames",10675,"UNITB","CS01",8,1999,"OTC",744,NA,518261,NA,0.0411,15.966,NA,777480,1,"NPCC","New London County"
"2760","CT","AES Thames",10675,"UNITB","CS01",9,1999,"OTC",695.75,NA,468476,NA,0.0436,15.825,NA,727058.75,1,"NPCC","New London County"
"2761","CT","AES Thames",10675,"UNITB","CS01",10,1999,"OTC",528,NA,359534,NA,0.0484,13.28,NA,551760,1,"NPCC","New London County"
"2762","CT","AES Thames",10675,"UNITB","CS01",11,1999,"OTC",36.75,NA,1758,NA,0.1689,3.264,NA,38403.75,1,"NPCC","New London County"
"2763","CT","AES Thames",10675,"UNITB","CS01",12,1999,"OTC",736.75,NA,503113,NA,0.0651,24.962,NA,769903.75,1,"NPCC","New London County"
"2764","CT","Algonquin Power Windsor Locks, LLC",10567,"GT1","",4,1999,"OTC",NA,NA,NA,NA,NA,NA,NA,NA,1,"","Hartford County"
"2765","CT","Algonquin Power Windsor Locks, LLC",10567,"GT1","",5,1999,"OTC",730.75,24962,NA,NA,0.1385,21.343,NA,307451.45,1,"","Hartford County"
"2766","CT","Algonquin Power Windsor Locks, LLC",10567,"GT1","",6,1999,"OTC",686.75,22784,NA,NA,0.1342,17.867,NA,283827.55,1,"","Hartford County"
"2767","CT","Algonquin Power Windsor Locks, LLC",10567,"GT1","",7,1999,"OTC",742,NA,23686,NA,0.1369,20.584,NA,299812,1,"","Hartford County"
"2768","CT","Algonquin Power Windsor Locks, LLC",10567,"GT1","",8,1999,"OTC",744,NA,24007,NA,0.1445,21.953,NA,303627.6,1,"","Hartford County"
"2769","CT","Algonquin Power Windsor Locks, LLC",10567,"GT1","",9,1999,"OTC",720,NA,23794,NA,0.1456,21.732,NA,298283.2,1,"","Hartford County"
"2770","CT","Algonquin Power Windsor Locks, LLC",10567,"GT1","",10,1999,"OTC",744,NA,26091,NA,0.146,23.502,NA,321225.1,1,"","Hartford County"
"2771","CT","Algonquin Power Windsor Locks, LLC",10567,"GT1","",11,1999,"OTC",710,NA,25356,NA,0.1524,23.493,NA,308622.1,1,"","Hartford County"
"2772","CT","Algonquin Power Windsor Locks, LLC",10567,"GT1","",12,1999,"OTC",740,NA,26815,NA,0.1468,23.981,NA,326499.1,1,"","Hartford County"
"2773","CT","Branford",540,"10","",4,1999,"OTC",0,NA,NA,NA,NA,NA,NA,NA,1,"NPCC","New Haven County"
"2774","CT","Branford",540,"10","",5,1999,"OTC",0,NA,NA,NA,NA,NA,NA,NA,1,"NPCC","New Haven County"
"2775","CT","Branford",540,"10","",6,1999,"OTC",42,NA,417,NA,0.7464,2.119,NA,5727,1,"NPCC","New Haven County"
"2776","CT","Branford",540,"10","",7,1999,"OTC",83,790,NA,NA,0.7413,5.264,NA,14227.1,1,"NPCC","New Haven County"
"2777","CT","Branford",540,"10","",8,1999,"OTC",7,89,NA,NA,0.74,0.493,NA,1333.5,1,"NPCC","New Haven County"
"2778","CT","Branford",540,"10","",9,1999,"OTC",37,360,NA,NA,0.7401,1.987,NA,5370,1,"NPCC","New Haven County"
"2779","CT","Bridgeport Energy",55042,"BE1","",1,1999,"ARP, OTC",65.75,8794,NA,0.027,0.0606,2.975,5427.725,91328.45,1,"","Fairfield County"
"2780","CT","Bridgeport Energy",55042,"BE1","",2,1999,"ARP, OTC",0,NA,NA,NA,NA,NA,NA,NA,1,"","Fairfield County"
"2781","CT","Bridgeport Energy",55042,"BE1","",3,1999,"ARP, OTC",0,NA,NA,NA,NA,NA,NA,NA,1,"","Fairfield County"
"2782","CT","Bridgeport Energy",55042,"BE1","",4,1999,"ARP, OTC",0,NA,NA,NA,NA,NA,NA,NA,1,"","Fairfield County"
"2783","CT","Bridgeport Energy",55042,"BE1","",5,1999,"ARP, OTC",0,NA,NA,NA,NA,NA,NA,NA,1,"","Fairfield County"
"2784","CT","Bridgeport Energy",55042,"BE1","",6,1999,"ARP, OTC",157.52,13427,NA,0.05,0.318,26.659,9965.896,167663.854,1,"","Fairfield County"
"2785","CT","Bridgeport Energy",55042,"BE1","",7,1999,"ARP, OTC",519.27,66109,NA,0.22,0.1335,39.763,43557.813,732779.672,1,"","Fairfield County"
"2786","CT","Bridgeport Energy",55042,"BE1","",8,1999,"ARP, OTC",596.77,90665,NA,0.287,0.0309,13.471,56907.817,957361.964,1,"","Fairfield County"
"2787","CT","Bridgeport Energy",55042,"BE1","",9,1999,"ARP, OTC",522.02,80748,NA,0.253,0.0343,13.412,50062.707,842228.437,1,"","Fairfield County"
"2788","CT","Bridgeport Energy",55042,"BE1","",10,1999,"ARP, OTC",0,NA,NA,NA,NA,NA,NA,NA,1,"","Fairfield County"
"2789","CT","Bridgeport Energy",55042,"BE1","",11,1999,"ARP, OTC",546.27,86129,NA,0.268,0.0204,7.235,53050.852,892472.923,1,"","Fairfield County"
"2790","CT","Bridgeport Energy",55042,"BE1","",12,1999,"ARP, OTC",468.01,73880,NA,0.228,0.0184,6.43,45164.671,759821.714,1,"","Fairfield County"
"2791","CT","Bridgeport Energy",55042,"BE2","",1,1999,"ARP, OTC",NA,NA,NA,NA,NA,NA,NA,NA,1,"","Fairfield County"
"2792","CT","Bridgeport Energy",55042,"BE2","",2,1999,"ARP, OTC",36,4717,NA,0.015,0.0844,2.129,2961.05,49822.95,1,"","Fairfield County"
"2793","CT","Bridgeport Energy",55042,"BE2","",3,1999,"ARP, OTC",36.25,4497,NA,0.014,0.0824,2.022,2870.325,48298.675,1,"","Fairfield County"
"2794","CT","Bridgeport Energy",55042,"BE2","",4,1999,"ARP, OTC",25.48,3228,NA,0.01,0.279,4.83,2058.155,34624.335,1,"","Fairfield County"
"2795","CT","Bridgeport Energy",55042,"BE2","",5,1999,"ARP, OTC",0,NA,NA,NA,NA,NA,NA,NA,1,"","Fairfield County"
"2796","CT","Bridgeport Energy",55042,"BE2","",6,1999,"ARP, OTC",111.97,9829,NA,0.037,0.279,17.014,7249.886,121965.822,1,"","Fairfield County"
"2797","CT","Bridgeport Energy",55042,"BE2","",7,1999,"ARP, OTC",528.07,70096,NA,0.229,0.1292,42.963,45325.07,762493.401,1,"","Fairfield County"
"2798","CT","Bridgeport Energy",55042,"BE2","",8,1999,"ARP, OTC",623.67,94783,NA,0.299,0.0296,13.822,59159.265,995242.53,1,"","Fairfield County"
"2799","CT","Bridgeport Energy",55042,"BE2","",9,1999,"ARP, OTC",557.98,85492,NA,0.269,0.0336,13.026,53358.906,897668.228,1,"","Fairfield County"
"2800","CT","Bridgeport Energy",55042,"BE2","",10,1999,"ARP, OTC",709.84,111807,NA,0.348,0.0181,9.642,68956.626,1160072.622,1,"","Fairfield County"
"2801","CT","Bridgeport Energy",55042,"BE2","",11,1999,"ARP, OTC",483.32,75635,NA,0.236,0.0216,7.128,46853.738,788212.751,1,"","Fairfield County"
"2802","CT","Bridgeport Energy",55042,"BE2","",12,1999,"ARP, OTC",402.55,63925,NA,0.198,0.0233,6.129,39266.302,660595.816,1,"","Fairfield County"
"2803","CT","Bridgeport Harbor Station",568,"BHB1","",1,1999,"ARP, OTC",NA,NA,NA,NA,NA,NA,NA,NA,1,"NPCC","Fairfield County"
"2804","CT","Bridgeport Harbor Station",568,"BHB1","",2,1999,"ARP, OTC",NA,NA,NA,NA,NA,NA,NA,NA,1,"NPCC","Fairfield County"
"2805","CT","Bridgeport Harbor Station",568,"BHB1","",3,1999,"ARP, OTC",NA,NA,NA,NA,NA,NA,NA,NA,1,"NPCC","Fairfield County"
"2806","CT","Bridgeport Harbor Station",568,"BHB1","",4,1999,"ARP, OTC",0,NA,NA,NA,NA,NA,NA,NA,1,"NPCC","Fairfield County"
"2807","CT","Bridgeport Harbor Station",568,"BHB1","",5,1999,"ARP, OTC",0,NA,NA,NA,NA,NA,NA,NA,1,"NPCC","Fairfield County"
"2808","CT","Bridgeport Harbor Station",568,"BHB1","",6,1999,"ARP, OTC",0,NA,NA,NA,NA,NA,NA,NA,1,"NPCC","Fairfield County"
"2809","CT","Bridgeport Harbor Station",568,"BHB1","",7,1999,"ARP, OTC",0,NA,NA,NA,NA,NA,NA,NA,1,"NPCC","Fairfield County"
"2810","CT","Bridgeport Harbor Station",568,"BHB1","",8,1999,"ARP, OTC",0,NA,NA,NA,NA,NA,NA,NA,1,"NPCC","Fairfield County"
"2811","CT","Bridgeport Harbor Station",568,"BHB1","",9,1999,"ARP, OTC",0,NA,NA,NA,NA,NA,NA,NA,1,"NPCC","Fairfield County"
"2812","CT","Bridgeport Harbor Station",568,"BHB1","",10,1999,"ARP, OTC",0,NA,NA,NA,NA,NA,NA,NA,1,"NPCC","Fairfield County"
"2813","CT","Bridgeport Harbor Station",568,"BHB1","",11,1999,"ARP, OTC",0,NA,NA,NA,NA,NA,NA,NA,1,"NPCC","Fairfield County"
"2814","CT","Bridgeport Harbor Station",568,"BHB1","",12,1999,"ARP, OTC",0,NA,NA,NA,NA,NA,NA,NA,1,"NPCC","Fairfield County"
"2815","CT","Bridgeport Harbor Station",568,"BHB2","",1,1999,"ARP, OTC",560.5,54882,NA,317.688,0.3388,113.463,52437.025,647839.7,1,"NPCC","Fairfield County"
"2816","CT","Bridgeport Harbor Station",568,"BHB2","",2,1999,"ARP, OTC",480,56806,NA,325.292,0.385,128.93,53976.325,666875.15,1,"NPCC","Fairfield County"
"2817","CT","Bridgeport Harbor Station",568,"BHB2","",3,1999,"ARP, OTC",475.25,51800,NA,299.144,0.3682,114.004,49990.725,617618.075,1,"NPCC","Fairfield County"
"2818","CT","Bridgeport Harbor Station",568,"BHB2","",4,1999,"ARP, OTC",42.75,4735,NA,27.589,0.3674,10.452,4663.75,57622.625,1,"NPCC","Fairfield County"
"2819","CT","Bridgeport Harbor Station",568,"BHB2","",5,1999,"ARP, OTC",28.25,510,NA,3.702,0.3247,1.446,646.7,7990.95,1,"NPCC","Fairfield County"
"2820","CT","Bridgeport Harbor Station",568,"BHB2","",6,1999,"ARP, OTC",254.75,24173,NA,145.899,0.3409,47.971,23061.975,284925.925,1,"NPCC","Fairfield County"
"2821","CT","Bridgeport Harbor Station",568,"BHB2","",7,1999,"ARP, OTC",391,37211,NA,203.777,0.2972,66.239,35606.1,439906.75,1,"NPCC","Fairfield County"
"2822","CT","Bridgeport Harbor Station",568,"BHB2","",8,1999,"ARP, OTC",73.25,6285,NA,33.139,0.2966,11.409,6055.9,74822.875,1,"NPCC","Fairfield County"
"2823","CT","Bridgeport Harbor Station",568,"BHB2","",9,1999,"ARP, OTC",60.75,3309,NA,23.71,0.3411,6.903,3490.2,43117.825,1,"NPCC","Fairfield County"
"2824","CT","Bridgeport Harbor Station",568,"BHB2","",10,1999,"ARP, OTC",6.75,0,NA,0.208,0.2044,0.063,47.35,582.975,1,"NPCC","Fairfield County"
"2825","CT","Bridgeport Harbor Station",568,"BHB2","",11,1999,"ARP, OTC",118.25,6491,NA,35.936,0.3281,13.154,6031.05,74501.325,1,"NPCC","Fairfield County"
"2826","CT","Bridgeport Harbor Station",568,"BHB2","",12,1999,"ARP, OTC",168,16238,NA,85.552,0.3492,31.096,14667.15,181211.2,1,"NPCC","Fairfield County"
"2827","CT","Bridgeport Harbor Station",568,"BHB3","",1,1999,"ARP, OTC",741.75,206272,NA,1138.602,0.1993,232.829,188576.425,2329842.275,1,"NPCC","Fairfield County"
"2828","CT","Bridgeport Harbor Station",568,"BHB3","",2,1999,"ARP, OTC",581.75,155041,NA,891.083,0.1938,175.308,145248.5,1794514.55,1,"NPCC","Fairfield County"
"2829","CT","Bridgeport Harbor Station",568,"BHB3","",3,1999,"ARP, OTC",725.5,213269,NA,1202.842,0.1743,208.163,195825.05,2419392.1,1,"NPCC","Fairfield County"
"2830","CT","Bridgeport Harbor Station",568,"BHB3","",4,1999,"ARP, OTC",720,199890,NA,1091.646,0.1506,166.132,180091.6,2225002.2,1,"NPCC","Fairfield County"
"2831","CT","Bridgeport Harbor Station",568,"BHB3","",5,1999,"ARP, OTC",647.25,153242,NA,886.092,0.177,151.434,141741.975,1751193.9,1,"NPCC","Fairfield County"
"2832","CT","Bridgeport Harbor Station",568,"BHB3","",6,1999,"ARP, OTC",699.25,181367,NA,1057.54,0.1742,177.341,168935.05,2087161,1,"NPCC","Fairfield County"
"2833","CT","Bridgeport Harbor Station",568,"BHB3","",7,1999,"ARP, OTC",744,182194,NA,1006.019,0.1711,176.938,172082.3,2126045.2,1,"NPCC","Fairfield County"
"2834","CT","Bridgeport Harbor Station",568,"BHB3","",8,1999,"ARP, OTC",600.75,121730,NA,679.734,0.1987,130.417,113558.85,1402990.925,1,"NPCC","Fairfield County"
"2835","CT","Bridgeport Harbor Station",568,"BHB3","",9,1999,"ARP, OTC",537.5,101762,NA,579.379,0.1954,111.424,96140.575,1187789.45,1,"NPCC","Fairfield County"
"2836","CT","Bridgeport Harbor Station",568,"BHB3","",10,1999,"ARP, OTC",26,3436,NA,22.747,0.2984,5.046,3575.7,34850.6,1,"NPCC","Fairfield County"
"2837","CT","Bridgeport Harbor Station",568,"BHB3","",11,1999,"ARP, OTC",0,NA,NA,NA,NA,NA,NA,NA,1,"NPCC","Fairfield County"
"2838","CT","Bridgeport Harbor Station",568,"BHB3","",12,1999,"ARP, OTC",119.5,0,NA,10.405,0.3423,3.155,2056.675,20046.525,1,"NPCC","Fairfield County"
"2839","CT","Bridgeport Harbor Station",568,"BHB4","",4,1999,"OTC",NA,NA,NA,NA,NA,NA,NA,NA,1,"NPCC","Fairfield County"
"2840","CT","Bridgeport Harbor Station",568,"BHB4","",5,1999,"OTC",0,NA,NA,NA,NA,NA,NA,NA,1,"NPCC","Fairfield County"
"2841","CT","Bridgeport Harbor Station",568,"BHB4","",6,1999,"OTC",25,166,NA,NA,0.66,1.117,NA,3383.8,1,"NPCC","Fairfield County"
"2842","CT","Bridgeport Harbor Station",568,"BHB4","",7,1999,"OTC",5,51,NA,NA,0.66,0.27,NA,817,1,"NPCC","Fairfield County"
"2843","CT","Bridgeport Harbor Station",568,"BHB4","",8,1999,"OTC",0,NA,NA,NA,NA,NA,NA,NA,1,"NPCC","Fairfield County"
"2844","CT","Bridgeport Harbor Station",568,"BHB4","",9,1999,"OTC",26,1,NA,NA,0.66,0.021,NA,63,1,"NPCC","Fairfield County"
"2845","CT","Capitol District Energy Center",50498,"GT","",4,1999,"OTC",677.5,37815,NA,NA,0.122,15.808,NA,259642.375,1,"","Hartford County"
"2846","CT","Capitol District Energy Center",50498,"GT","",5,1999,"OTC",743.5,38603,NA,NA,0.107,15.078,NA,280650.625,1,"","Hartford County"
"2847","CT","Capitol District Energy Center",50498,"GT","",6,1999,"OTC",669.25,34678,NA,NA,0.1166,15.303,NA,262546.625,1,"","Hartford County"
"2848","CT","Capitol District Energy Center",50498,"GT","",7,1999,"OTC",743.75,39726,NA,NA,0.1128,16.827,NA,299209.175,1,"","Hartford County"
"2849","CT","Capitol District Energy Center",50498,"GT","",8,1999,"OTC",743.5,43901,NA,NA,0.1121,18.739,NA,335205.5,1,"","Hartford County"
"2850","CT","Capitol District Energy Center",50498,"GT","",9,1999,"OTC",719.75,44028,NA,NA,0.1129,18.303,NA,324743.125,1,"","Hartford County"
"2851","CT","Capitol District Energy Center",50498,"GT","",10,1999,"OTC",561,39669,NA,NA,0.1209,14.996,NA,254842.375,1,"","Hartford County"
"2852","CT","Capitol District Energy Center",50498,"GT","",11,1999,"OTC",719.75,55118,NA,NA,0.1231,20.946,NA,340041.825,1,"","Hartford County"
"2853","CT","Capitol District Energy Center",50498,"GT","",12,1999,"OTC",743,61825,NA,NA,0.1241,21.884,NA,353815.55,1,"","Hartford County"
"2854","CT","Cos Cob",542,"10","",4,1999,"OTC",NA,NA,NA,NA,NA,NA,NA,NA,1,"NPCC","Fairfield County"
"2855","CT","Cos Cob",542,"10","",5,1999,"OTC",2,NA,4,NA,0.685,0.022,NA,64.8,1,"NPCC","Fairfield County"
"2856","CT","Cos Cob",542,"10","",6,1999,"OTC",61,NA,676,NA,0.6852,3.938,NA,11496.4,1,"NPCC","Fairfield County"
"2857","CT","Cos Cob",542,"10","",7,1999,"OTC",72,894,NA,NA,0.685,4.463,NA,13028.8,1,"NPCC","Fairfield County"
"2858","CT","Cos Cob",542,"10","",8,1999,"OTC",11,122,NA,NA,0.6846,0.608,NA,1776.4,1,"NPCC","Fairfield County"
"2859","CT","Cos Cob",542,"10","",9,1999,"OTC",0,NA,NA,NA,NA,NA,NA,NA,1,"NPCC","Fairfield County"
"2860","CT","Cos Cob",542,"11","",4,1999,"OTC",NA,NA,NA,NA,NA,NA,NA,NA,1,"NPCC","Fairfield County"
"2861","CT","Cos Cob",542,"11","",5,1999,"OTC",0,NA,NA,NA,NA,NA,NA,NA,1,"NPCC","Fairfield County"
"2862","CT","Cos Cob",542,"11","",6,1999,"OTC",64,NA,728,NA,0.629,3.895,NA,12381,1,"NPCC","Fairfield County"
"2863","CT","Cos Cob",542,"11","",7,1999,"OTC",85,1121,NA,NA,0.629,5.139,NA,16338,1,"NPCC","Fairfield County"
"2864","CT","Cos Cob",542,"11","",8,1999,"OTC",10,131,NA,NA,0.629,0.6,NA,1907.5,1,"NPCC","Fairfield County"
"2865","CT","Cos Cob",542,"11","",9,1999,"OTC",0,NA,NA,NA,NA,NA,NA,NA,1,"NPCC","Fairfield County"
"2866","CT","Cos Cob",542,"12","",4,1999,"OTC",NA,NA,NA,NA,NA,NA,NA,NA,1,"NPCC","Fairfield County"
"2867","CT","Cos Cob",542,"12","",5,1999,"OTC",0,NA,NA,NA,NA,NA,NA,NA,1,"NPCC","Fairfield County"
"2868","CT","Cos Cob",542,"12","",6,1999,"OTC",72,NA,482,NA,0.759,5.445,NA,14348.4,1,"NPCC","Fairfield County"
"2869","CT","Cos Cob",542,"12","",7,1999,"OTC",75,998,NA,NA,0.7591,5.52,NA,14545,1,"NPCC","Fairfield County"
