"","State","Facility Name","Facility ID (ORISPL)","Unit ID","Associated Stacks","Month","Year","Program(s)","Operating Time","Gross Load (MW-h)","Steam Load (1000lb)","SO2 (tons)","Avg. NOx Rate (lb/MMBtu)","NOx (tons)","CO2 (short tons)","Heat Input (MMBtu)","EPA Region","NERC Region","County"
"2381","CO","Cherokee",469,"1","",5,1998,"ARP",744,68794,NA,181.324,1.3359,481.731,73842.9,719723.8,8,"","Adams County"
"2382","CO","Cherokee",469,"1","",6,1998,"ARP",560.5,49354,NA,127.005,1.2433,349.089,55345.775,540591.6,8,"","Adams County"
"2383","CO","Cherokee",469,"1","",7,1998,"ARP",744,74673,NA,222.47,1.4514,568.014,79935.6,779108.8,8,"","Adams County"
"2384","CO","Cherokee",469,"1","",8,1998,"ARP",744,74799,NA,272.961,1.4114,540.213,78277.9,762936.9,8,"","Adams County"
"2385","CO","Cherokee",469,"1","",9,1998,"ARP",712,70970,NA,279.723,1.3391,486.217,74083.2,722064,8,"","Adams County"
"2386","CO","Cherokee",469,"1","",10,1998,"ARP",400.75,40212,NA,158.252,1.3031,266.501,41371.825,403366.5,8,"","Adams County"
"2387","CO","Cherokee",469,"1","",11,1998,"ARP",0,NA,NA,NA,NA,NA,NA,NA,8,"","Adams County"
"2388","CO","Cherokee",469,"1","",12,1998,"ARP",63.25,3070,NA,0.029,0.1769,3.867,2529.15,42665.575,8,"","Adams County"
"2389","CO","Cherokee",469,"2","",1,1998,"ARP",743,75119,NA,319.002,1.1548,430.945,76718.3,747760.6,8,"","Adams County"
"2390","CO","Cherokee",469,"2","",2,1998,"ARP",602,66129,NA,309.789,1.2067,419.735,69912.6,704204.65,8,"","Adams County"
"2391","CO","Cherokee",469,"2","",3,1998,"ARP",700.25,73494,NA,302.726,1.2095,451.996,76525.6,746110.125,8,"","Adams County"
"2392","CO","Cherokee",469,"2","",4,1998,"ARP",592,60081,NA,249.036,1.2119,360.845,59466.85,580340.2,8,"","Adams County"
"2393","CO","Cherokee",469,"2","",5,1998,"ARP",744,68984,NA,316.707,1.2343,453.93,75493.9,735797.5,8,"","Adams County"
"2394","CO","Cherokee",469,"2","",6,1998,"ARP",660,59914,NA,248.879,1.1552,358.46,62563.7,610391.625,8,"","Adams County"
"2395","CO","Cherokee",469,"2","",7,1998,"ARP",744,72155,NA,332.815,1.2703,497.084,79976,779499.5,8,"","Adams County"
"2396","CO","Cherokee",469,"2","",8,1998,"ARP",710.25,63991,NA,289.608,1.3532,480.819,72312.7,705085.35,8,"","Adams County"
"2397","CO","Cherokee",469,"2","",9,1998,"ARP",720,65801,NA,289.457,1.4479,519.962,74043.7,721679.7,8,"","Adams County"
"2398","CO","Cherokee",469,"2","",10,1998,"ARP",731,74282,NA,327.565,1.133,471.721,84801.525,827876.85,8,"","Adams County"
"2399","CO","Cherokee",469,"2","",11,1998,"ARP",711.25,74096,NA,313.595,1.3152,502.875,77347.025,755641.8,8,"","Adams County"
"2400","CO","Cherokee",469,"2","",12,1998,"ARP",744,75495,NA,327.259,1.3568,508.897,76838,748918.9,8,"","Adams County"
"2401","CO","Cherokee",469,"3","",1,1998,"ARP",744,97531,NA,446.6,0.3874,221.832,117541.2,1145627.5,8,"","Adams County"
"2402","CO","Cherokee",469,"3","",2,1998,"ARP",656.75,89436,NA,437.781,0.3979,211.803,106921.625,1043151.925,8,"","Adams County"
"2403","CO","Cherokee",469,"3","",3,1998,"ARP",321.5,40288,NA,184.543,0.387,94.816,48228.675,470271.625,8,"","Adams County"
"2404","CO","Cherokee",469,"3","",4,1998,"ARP",660.75,73517,NA,381.112,0.3858,202.411,104470.925,1022942.025,8,"","Adams County"
"2405","CO","Cherokee",469,"3","",5,1998,"ARP",667.75,86289,NA,336.025,0.4146,187.219,92508.125,902626.025,8,"","Adams County"
"2406","CO","Cherokee",469,"3","",6,1998,"ARP",720,91348,NA,368.957,0.3563,175.04,102424.3,998270,8,"","Adams County"
"2407","CO","Cherokee",469,"3","",7,1998,"ARP",662,88448,NA,392.729,0.3818,181.899,98039.5,958818.95,8,"","Adams County"
"2408","CO","Cherokee",469,"3","",8,1998,"ARP",744,103928,NA,434.171,0.4972,247.454,102808.7,1002050.3,8,"","Adams County"
"2409","CO","Cherokee",469,"3","",9,1998,"ARP",720,104002,NA,411.73,0.4429,219.95,102473.7,998757.7,8,"","Adams County"
"2410","CO","Cherokee",469,"3","",10,1998,"ARP",611.5,77150,NA,304.051,0.4026,159.164,74063.8,723202.525,8,"","Adams County"
"2411","CO","Cherokee",469,"3","",11,1998,"ARP",652.25,90835,NA,348.433,0.42,189.288,91030.8,889415.8,8,"","Adams County"
"2412","CO","Cherokee",469,"3","",12,1998,"ARP",721,85832,NA,323.048,0.3464,186.851,88555.425,874098.125,8,"","Adams County"
"2413","CO","Cherokee",469,"4","",1,1998,"ARP",666.5,227805,NA,542.149,0.3952,403.383,207652.75,2027355,8,"","Adams County"
"2414","CO","Cherokee",469,"4","",2,1998,"ARP",644.25,210691,NA,694.077,0.3661,348.304,192420.5,1877439,8,"","Adams County"
"2415","CO","Cherokee",469,"4","",3,1998,"ARP",744,269261,NA,740.592,0.3841,448.419,240493.1,2343979.5,8,"","Adams County"
"2416","CO","Cherokee",469,"4","",4,1998,"ARP",720,254066,NA,561.998,0.3315,580.661,233482.8,4235253.4,8,"","Adams County"
"2417","CO","Cherokee",469,"4","",5,1998,"ARP",713.5,166601,NA,562.565,0.3202,336.968,213453.85,2083469.75,8,"","Adams County"
"2418","CO","Cherokee",469,"4","",6,1998,"ARP",720,232076,NA,537.974,0.333,346.456,216781.5,2112895.6,8,"","Adams County"
"2419","CO","Cherokee",469,"4","",7,1998,"ARP",741.5,258038,NA,675.16,0.3328,399.67,243743.125,2377088.5,8,"","Adams County"
"2420","CO","Cherokee",469,"4","",8,1998,"ARP",744,259475,NA,842.154,0.3444,427.951,258556.5,2520037,8,"","Adams County"
"2421","CO","Cherokee",469,"4","",9,1998,"ARP",720,230107,NA,802.735,0.265,282.658,215836.1,2103670.8,8,"","Adams County"
"2422","CO","Cherokee",469,"4","",10,1998,"ARP",736.75,231545,NA,641.986,0.2494,260.925,211706.15,2064559.575,8,"","Adams County"
"2423","CO","Cherokee",469,"4","",11,1998,"ARP",720,252351,NA,831.838,0.2954,333.691,232538.3,2266465.2,8,"","Adams County"
"2424","CO","Cherokee",469,"4","",12,1998,"ARP",742.75,237825,NA,795.757,0.3035,313.262,211193.225,2060720.6,8,"","Adams County"
"2425","CO","Comanche (470)",470,"1","",1,1998,"ARP",744,238489,NA,601.304,0.2382,297.023,255660.7,2491824.1,8,"WECC","Pueblo County"
"2426","CO","Comanche (470)",470,"1","",2,1998,"ARP",311.25,100530,NA,277.744,0.2533,137.072,109499.8,1092279.075,8,"WECC","Pueblo County"
"2427","CO","Comanche (470)",470,"1","",3,1998,"ARP",641.75,194301,NA,501.868,0.2546,243.427,190591.6,1861343.875,8,"WECC","Pueblo County"
"2428","CO","Comanche (470)",470,"1","",4,1998,"ARP",687.75,226280,NA,576.124,0.2546,283.524,224551.475,2189237.075,8,"WECC","Pueblo County"
"2429","CO","Comanche (470)",470,"1","",5,1998,"ARP",172.5,55835,NA,143.019,0.2879,79.672,56446.75,550161.6,8,"WECC","Pueblo County"
"2430","CO","Comanche (470)",470,"1","",6,1998,"ARP",502.5,149803,NA,402.279,0.2477,229.274,164366.2,1797824.95,8,"WECC","Pueblo County"
"2431","CO","Comanche (470)",470,"1","",7,1998,"ARP",586,186967,NA,457.851,0.2526,259.099,204123.525,1991724.425,8,"WECC","Pueblo County"
"2432","CO","Comanche (470)",470,"1","",8,1998,"ARP",744,245784,NA,621.574,0.2887,381.467,269545.2,2627143.3,8,"WECC","Pueblo County"
"2433","CO","Comanche (470)",470,"1","",9,1998,"ARP",638.25,202594,NA,487.389,0.2894,310.064,217330.925,2119194.075,8,"WECC","Pueblo County"
"2434","CO","Comanche (470)",470,"1","",10,1998,"ARP",622,194594,NA,492.921,0.2335,235.809,203814.35,1988611.925,8,"WECC","Pueblo County"
"2435","CO","Comanche (470)",470,"1","",11,1998,"ARP",615.75,205157,NA,492.428,0.2924,313.926,218360.775,2129002.9,8,"WECC","Pueblo County"
"2436","CO","Comanche (470)",470,"1","",12,1998,"ARP",589.75,171959,NA,409.658,0.2705,272.525,194605.35,1905491.3,8,"WECC","Pueblo County"
"2437","CO","Comanche (470)",470,"2","",1,1998,"ARP",586.25,171795,NA,436.638,0.1692,161.289,188881.15,1845009.175,8,"WECC","Pueblo County"
"2438","CO","Comanche (470)",470,"2","",2,1998,"ARP",646.75,214101,NA,551.039,0.2683,302.541,230114.1,2244093.775,8,"WECC","Pueblo County"
"2439","CO","Comanche (470)",470,"2","",3,1998,"ARP",721,247225,NA,687.934,0.2623,358.489,280889.5,2737709.6,8,"WECC","Pueblo County"
"2440","CO","Comanche (470)",470,"2","",4,1998,"ARP",717,243173,NA,715.618,0.2763,364.293,272475,2656254.7,8,"WECC","Pueblo County"
"2441","CO","Comanche (470)",470,"2","",5,1998,"ARP",677.5,217769,NA,561.097,0.2781,307.703,224031.75,2185721.35,8,"WECC","Pueblo County"
"2442","CO","Comanche (470)",470,"2","",6,1998,"ARP",720,236055,NA,649.021,0.3226,378.828,225952.2,2396397,8,"WECC","Pueblo County"
"2443","CO","Comanche (470)",470,"2","",7,1998,"ARP",670.5,223289,NA,591.71,0.2586,253.001,198622.35,1936777.6,8,"WECC","Pueblo County"
"2444","CO","Comanche (470)",470,"2","",8,1998,"ARP",693,228056,NA,627.541,0.2529,251.052,201063.7,1960833.8,8,"WECC","Pueblo County"
"2445","CO","Comanche (470)",470,"2","",9,1998,"ARP",720,241152,NA,634.476,0.2756,277.48,207898.6,2026296.2,8,"WECC","Pueblo County"
"2446","CO","Comanche (470)",470,"2","",10,1998,"ARP",723,241745,NA,654.364,0.3317,347.761,212193.8,2069195,8,"WECC","Pueblo County"
"2447","CO","Comanche (470)",470,"2","",11,1998,"ARP",590.25,196006,NA,536.385,0.3132,274.578,176074.7,1717070.1,8,"WECC","Pueblo County"
"2448","CO","Comanche (470)",470,"2","",12,1998,"ARP",696,233660,NA,635.761,0.3326,354.381,216545.925,2111372.7,8,"WECC","Pueblo County"
"2449","CO","Craig",6021,"C1","",1,1998,"ARP",742.5,296789,NA,472.858,0.3114,525.475,345209.75,3366195.1,8,"WECC","Moffat County"
"2450","CO","Craig",6021,"C1","",2,1998,"ARP",672,276757,NA,420.734,0.3006,457.691,310752,3029977.8,8,"WECC","Moffat County"
"2451","CO","Craig",6021,"C1","",3,1998,"ARP",246.5,89670,NA,120.745,0.3192,158.428,98929.125,966853.25,8,"WECC","Moffat County"
"2452","CO","Craig",6021,"C1","",4,1998,"ARP",122.25,32,NA,1.179,0.1916,4.925,1705.475,42276.725,8,"WECC","Moffat County"
"2453","CO","Craig",6021,"C1","",5,1998,"ARP",739.5,196223,NA,374.917,0.3141,453.958,287832.55,2833291.35,8,"WECC","Moffat County"
"2454","CO","Craig",6021,"C1","",6,1998,"ARP",665.5,231409,NA,336.653,0.3145,416.719,268309.575,2617591.125,8,"WECC","Moffat County"
"2455","CO","Craig",6021,"C1","",7,1998,"ARP",737.75,294375,NA,403.183,0.3289,501.651,309609.6,3019461.55,8,"WECC","Moffat County"
"2456","CO","Craig",6021,"C1","",8,1998,"ARP",671,251602,NA,283.842,0.327,394.254,243493.325,2375143.25,8,"WECC","Moffat County"
"2457","CO","Craig",6021,"C1","",9,1998,"ARP",717.5,281042,NA,294.148,0.29,393.202,273036.95,2661610.675,8,"WECC","Moffat County"
"2458","CO","Craig",6021,"C1","",10,1998,"ARP",741,296682,NA,340.146,0.3035,486.077,325875.85,3176627.425,8,"WECC","Moffat County"
"2459","CO","Craig",6021,"C1","",11,1998,"ARP",720,298053,NA,370.038,0.3064,488.272,325630.8,3173831.9,8,"WECC","Moffat County"
"2460","CO","Craig",6021,"C1","",12,1998,"ARP",741.25,302319,NA,448.941,0.304,507.203,342162.05,3335456.425,8,"WECC","Moffat County"
"2461","CO","Craig",6021,"C2","",1,1998,"ARP",742.5,288740,NA,433.267,0.3434,564.153,336575.95,3280813.85,8,"WECC","Moffat County"
"2462","CO","Craig",6021,"C2","",2,1998,"ARP",621.5,239304,NA,347.07,0.3467,470.628,278439.75,2714526.3,8,"WECC","Moffat County"
"2463","CO","Craig",6021,"C2","",3,1998,"ARP",744,303148,NA,385.663,0.3762,633.972,344443.2,3357274.3,8,"WECC","Moffat County"
"2464","CO","Craig",6021,"C2","",4,1998,"ARP",719,293559,NA,356.824,0.3663,593.97,330300.075,3219597.425,8,"WECC","Moffat County"
"2465","CO","Craig",6021,"C2","",5,1998,"ARP",711.75,284486,NA,329.262,0.3439,527.343,313345.4,3054359.775,8,"WECC","Moffat County"
"2466","CO","Craig",6021,"C2","",6,1998,"ARP",720,284869,NA,371.052,0.3842,573.863,304985.9,2972718.4,8,"WECC","Moffat County"
"2467","CO","Craig",6021,"C2","",7,1998,"ARP",744,309956,NA,403.426,0.4084,682.645,342121.7,3334723.5,8,"WECC","Moffat County"
"2468","CO","Craig",6021,"C2","",8,1998,"ARP",700.5,282788,NA,355.713,0.4206,634.786,308180.075,3003765.525,8,"WECC","Moffat County"
"2469","CO","Craig",6021,"C2","",9,1998,"ARP",720,286367,NA,285.411,0.4197,630.305,306846.8,2990711.9,8,"WECC","Moffat County"
"2470","CO","Craig",6021,"C2","",10,1998,"ARP",744,304993,NA,297.732,0.4075,571.6,287913.1,2806191.7,8,"WECC","Moffat County"
"2471","CO","Craig",6021,"C2","",11,1998,"ARP",720,275906,NA,375.334,0.372,580.959,316622.7,3086211.1,8,"WECC","Moffat County"
"2472","CO","Craig",6021,"C2","",12,1998,"ARP",744,310101,NA,506.962,0.4101,725.094,363880.3,3546660.4,8,"WECC","Moffat County"
"2473","CO","Craig",6021,"C3","",1,1998,"ARP",734,231690,NA,133.84,0.3125,404.606,259609.225,2545913.15,8,"WECC","Moffat County"
"2474","CO","Craig",6021,"C3","",2,1998,"ARP",672,252128,NA,132.855,0.3322,450.963,277544.7,2707060.5,8,"WECC","Moffat County"
"2475","CO","Craig",6021,"C3","",3,1998,"ARP",744,279923,NA,117.686,0.3195,419.55,270485.6,2640647.3,8,"WECC","Moffat County"
"2476","CO","Craig",6021,"C3","",4,1998,"ARP",720,270991,NA,106.428,0.3242,369.893,234036.1,2281224.2,8,"WECC","Moffat County"
"2477","CO","Craig",6021,"C3","",5,1998,"ARP",728,281256,NA,102.502,0.3377,396.393,241168.3,2350652.5,8,"WECC","Moffat County"
"2478","CO","Craig",6021,"C3","",6,1998,"ARP",720,269085,NA,126.055,0.3554,428.159,247153,2409028.4,8,"WECC","Moffat County"
"2479","CO","Craig",6021,"C3","",7,1998,"ARP",744,285263,NA,139.274,0.348,453.311,267587.9,2608207.3,8,"WECC","Moffat County"
"2480","CO","Craig",6021,"C3","",8,1998,"ARP",744,273850,NA,154.798,0.3692,475.53,263110.9,2564607.4,8,"WECC","Moffat County"
"2481","CO","Craig",6021,"C3","",9,1998,"ARP",720,254161,NA,130.93,0.3708,693.918,253003.6,3812000.9,8,"WECC","Moffat County"
"2482","CO","Craig",6021,"C3","",10,1998,"ARP",719.25,224349,NA,140.781,0.3753,450.885,246466.625,2403168.825,8,"WECC","Moffat County"
"2483","CO","Craig",6021,"C3","",11,1998,"ARP",720,240208,NA,111.059,0.3814,498.744,268194.7,2614431.7,8,"WECC","Moffat County"
"2484","CO","Craig",6021,"C3","",12,1998,"ARP",744,271930,NA,136.497,0.4201,615.453,298880.9,2913426.6,8,"WECC","Moffat County"
"2485","CO","Fort St. Vrain",6112,"2","MS2B, MS2H",1,1998,"ARP",85.75,7542,NA,0.028,0.0266,0.816,5607.775,94364.225,8,"WECC","Weld County"
"2486","CO","Fort St. Vrain",6112,"2","MS2B, MS2H",2,1998,"ARP",135,11370,NA,0.043,0.0586,3.58,8579.025,144356.4,8,"WECC","Weld County"
"2487","CO","Fort St. Vrain",6112,"2","MS2B, MS2H",3,1998,"ARP",202.75,13135,NA,0.052,0.0766,5.463,9257.4,170672.375,8,"WECC","Weld County"
"2488","CO","Fort St. Vrain",6112,"2","MS2B, MS2H",4,1998,"ARP",257,17267,NA,0.076,0.0943,9.818,12566.375,253167.325,8,"WECC","Weld County"
"2489","CO","Fort St. Vrain",6112,"2","MS2B, MS2H",5,1998,"ARP",307.5,17215,NA,0.1,0.0862,10.641,12547.2,326324.45,8,"WECC","Weld County"
"2490","CO","Fort St. Vrain",6112,"2","MS2B, MS2H",6,1998,"ARP",428,8713,NA,0.135,0.0556,11.417,6348.575,449926.3,8,"WECC","Weld County"
"2491","CO","Fort St. Vrain",6112,"2","MS2B, MS2H",7,1998,"ARP",743.25,1055,NA,0.256,0.034,15.555,768.175,851237.425,8,"WECC","Weld County"
"2492","CO","Fort St. Vrain",6112,"2","MS2B, MS2H",8,1998,"ARP",700.25,4329,NA,0.238,0.0354,14.624,3473.575,790895.55,8,"WECC","Weld County"
"2493","CO","Fort St. Vrain",6112,"2","MS2B, MS2H",9,1998,"ARP",669.25,3289,NA,0.227,0.0385,14.822,2600.725,754784.525,8,"WECC","Weld County"
"2494","CO","Fort St. Vrain",6112,"2","MS2B, MS2H",10,1998,"ARP",375,656,NA,0.123,0.0402,7.422,24255.35,408054.75,8,"WECC","Weld County"
"2495","CO","Fort St. Vrain",6112,"2","MS2B, MS2H",11,1998,"ARP",576.5,101,NA,0.199,0.0304,9.849,39327.65,661426.475,8,"WECC","Weld County"
"2496","CO","Fort St. Vrain",6112,"2","MS2B, MS2H",12,1998,"ARP",0,NA,NA,NA,NA,NA,NA,NA,8,"WECC","Weld County"
"2497","CO","Hayden",525,"H1","",1,1998,"ARP",744,147316,NA,572.729,0.8717,672.524,158517.4,1545011.3,8,"","Routt County"
"2498","CO","Hayden",525,"H1","",2,1998,"ARP",531.75,100124,NA,403.183,0.8591,467.594,107895.2,1051610.4,8,"","Routt County"
"2499","CO","Hayden",525,"H1","",3,1998,"ARP",744,145832,NA,615.783,0.9325,712.111,157090.6,1531090,8,"","Routt County"
"2500","CO","Hayden",525,"H1","",4,1998,"ARP",706.5,131930,NA,556.909,0.8875,644.153,145355.575,1416715.85,8,"","Routt County"
"2501","CO","Hayden",525,"H1","",5,1998,"ARP",564.25,107606,NA,464.893,0.8944,530.382,119124.675,1161053.75,8,"","Routt County"
"2502","CO","Hayden",525,"H1","",6,1998,"ARP",594.75,111695,NA,425.811,0.9427,534.155,112369.95,1095220.15,8,"","Routt County"
"2503","CO","Hayden",525,"H1","",7,1998,"ARP",743.25,144558,NA,651.847,0.8891,711.791,162936.725,1588074.675,8,"","Routt County"
"2504","CO","Hayden",525,"H1","",8,1998,"ARP",744,143928,NA,632.657,0.8916,747.407,172352.7,1679854.9,8,"","Routt County"
"2505","CO","Hayden",525,"H1","",9,1998,"ARP",600.5,110215,NA,469.333,0.8179,525.848,130291,1269891.05,8,"","Routt County"
"2506","CO","Hayden",525,"H1","",10,1998,"ARP",0,NA,NA,NA,NA,NA,NA,NA,8,"","Routt County"
"2507","CO","Hayden",525,"H1","",11,1998,"ARP",0,NA,NA,NA,NA,NA,NA,NA,8,"","Routt County"
"2508","CO","Hayden",525,"H1","",12,1998,"ARP",591.5,67472,NA,294.423,0.5777,258.337,70051.1,682768.9,8,"","Routt County"
"2509","CO","Hayden",525,"H2","",1,1998,"ARP",714,181164,NA,700.772,0.3222,380.023,239906.55,2338264.775,8,"","Routt County"
"2510","CO","Hayden",525,"H2","",2,1998,"ARP",622.25,169065,NA,645.904,0.3583,352.869,201848.525,1967331.975,8,"","Routt County"
"2511","CO","Hayden",525,"H2","",3,1998,"ARP",744,202314,NA,781.325,0.3284,408.862,256733.9,2502277.9,8,"","Routt County"
"2512","CO","Hayden",525,"H2","",4,1998,"ARP",720,197463,NA,773.789,0.3404,410.431,248213.3,2419217.4,8,"","Routt County"
"2513","CO","Hayden",525,"H2","",5,1998,"ARP",606,155869,NA,617.272,0.2907,324.027,224259.525,2185780.4,8,"","Routt County"
"2514","CO","Hayden",525,"H2","",6,1998,"ARP",720,185991,NA,713.506,0.3349,389.545,240252.1,2341638.2,8,"","Routt County"
"2515","CO","Hayden",525,"H2","",7,1998,"ARP",744,198876,NA,805.505,0.4254,463.517,223967.3,2182927.3,8,"","Routt County"
"2516","CO","Hayden",525,"H2","",8,1998,"ARP",744,196961,NA,753.208,0.4315,457.87,218045.4,2125194.6,8,"","Routt County"
"2517","CO","Hayden",525,"H2","",9,1998,"ARP",561.75,140762,NA,538.162,0.3784,289.467,152139.575,1482857.125,8,"","Routt County"
"2518","CO","Hayden",525,"H2","",10,1998,"ARP",744,205073,NA,720.934,0.3676,380.668,212722.2,2073319.3,8,"","Routt County"
"2519","CO","Hayden",525,"H2","",11,1998,"ARP",720,198203,NA,715.074,0.3964,395.312,204784.5,1995953.7,8,"","Routt County"
"2520","CO","Hayden",525,"H2","",12,1998,"ARP",517.25,128144,NA,492.366,0.3473,242.78,135186.775,1317611.35,8,"","Routt County"
"2521","CO","Martin Drake",492,"5","",1,1998,"ARP",690,14834,NA,53.57,0.7897,69.522,17640.2,171932,8,"","El Paso County"
"2522","CO","Martin Drake",492,"5","",2,1998,"ARP",672,14653,NA,63.817,0.9863,91.188,18969.5,184902.2,8,"","El Paso County"
"2523","CO","Martin Drake",492,"5","",3,1998,"ARP",744,16840,NA,73.945,0.9465,99.448,21468.3,209221.4,8,"","El Paso County"
"2524","CO","Martin Drake",492,"5","",4,1998,"ARP",214,4989,NA,24.405,0.8462,26.472,6385.6,62261.2,8,"","El Paso County"
"2525","CO","Martin Drake",492,"5","",5,1998,"ARP",29.25,0,NA,0.013,0.3231,0.059,39.3,375.05,8,"","El Paso County"
"2526","CO","Martin Drake",492,"5","",6,1998,"ARP",670.25,19911,NA,55.993,0.3677,35.778,20157.775,196541.975,8,"","El Paso County"
"2527","CO","Martin Drake",492,"5","",7,1998,"ARP",743.25,26676,NA,88.298,0.3893,52.224,28245.175,275415.775,8,"","El Paso County"
"2528","CO","Martin Drake",492,"5","",8,1998,"ARP",743.75,28115,NA,98.404,0.3588,56.98,33002.925,321717.9,8,"","El Paso County"
"2529","CO","Martin Drake",492,"5","",9,1998,"ARP",720,27602,NA,96.562,0.3681,56.264,31802.5,309975.5,8,"","El Paso County"
"2530","CO","Martin Drake",492,"5","",10,1998,"ARP",744,21895,NA,85.444,0.4108,50.096,25436.1,248046.4,8,"","El Paso County"
"2531","CO","Martin Drake",492,"5","",11,1998,"ARP",717.75,22124,NA,87.185,0.4426,54.327,25518.825,248820.275,8,"","El Paso County"
"2532","CO","Martin Drake",492,"5","",12,1998,"ARP",744,25677,NA,102.639,0.4256,60.668,29576.7,288386,8,"","El Paso County"
"2533","CO","Martin Drake",492,"6","",1,1998,"ARP",744,47284,NA,186.745,0.8564,244.941,58577.2,570900.3,8,"","El Paso County"
"2534","CO","Martin Drake",492,"6","",2,1998,"ARP",628,37127,NA,156.932,0.8454,190.106,45965.1,448160.7,8,"","El Paso County"
"2535","CO","Martin Drake",492,"6","",3,1998,"ARP",0,NA,NA,NA,NA,NA,NA,NA,8,"","El Paso County"
"2536","CO","Martin Drake",492,"6","",4,1998,"ARP",655,40901,NA,163.814,0.5359,139.823,49825.925,485610.6,8,"","El Paso County"
"2537","CO","Martin Drake",492,"6","",5,1998,"ARP",744,52082,NA,177.855,0.4167,128.305,63028.8,614334.7,8,"","El Paso County"
"2538","CO","Martin Drake",492,"6","",6,1998,"ARP",720,42733,NA,162.603,0.3675,96.266,52670.7,513424.8,8,"","El Paso County"
"2539","CO","Martin Drake",492,"6","",7,1998,"ARP",548.75,33699,NA,131.306,0.3952,83.228,41733.475,406959.4,8,"","El Paso County"
"2540","CO","Martin Drake",492,"6","",8,1998,"ARP",744,50672,NA,189.678,0.3822,116.108,61993.2,604236.6,8,"","El Paso County"
"2541","CO","Martin Drake",492,"6","",9,1998,"ARP",720,46587,NA,170.898,0.3977,110.347,56261.8,548323.5,8,"","El Paso County"
"2542","CO","Martin Drake",492,"6","",10,1998,"ARP",736,44922,NA,182.207,0.3844,103.046,54510.1,531435.5,8,"","El Paso County"
"2543","CO","Martin Drake",492,"6","",11,1998,"ARP",613,37648,NA,158.612,0.3495,78.49,45737,445874.2,8,"","El Paso County"
"2544","CO","Martin Drake",492,"6","",12,1998,"ARP",744,49334,NA,208.078,0.3661,107.731,60089.5,585576.3,8,"","El Paso County"
"2545","CO","Martin Drake",492,"7","",1,1998,"ARP",652,64815,NA,233.774,0.8733,321.689,74051,721727.45,8,"","El Paso County"
"2546","CO","Martin Drake",492,"7","",2,1998,"ARP",646.75,68702,NA,256.839,0.9847,378.469,78004.7,760466.525,8,"","El Paso County"
"2547","CO","Martin Drake",492,"7","",3,1998,"ARP",739.75,77152,NA,298.517,0.9651,414.98,87329.15,851274.575,8,"","El Paso County"
"2548","CO","Martin Drake",492,"7","",4,1998,"ARP",581.75,55197,NA,201.862,0.8972,282.362,62486.75,609085.575,8,"","El Paso County"
"2549","CO","Martin Drake",492,"7","",5,1998,"ARP",641.5,69037,NA,220.571,0.9733,375.186,77245.35,752847.1,8,"","El Paso County"
"2550","CO","Martin Drake",492,"7","",6,1998,"ARP",644,68271,NA,242.167,0.9054,346.824,76639.65,747121.8,8,"","El Paso County"
"2551","CO","Martin Drake",492,"7","",7,1998,"ARP",744,88243,NA,310.776,0.8922,436.727,99608.5,971013.3,8,"","El Paso County"
"2552","CO","Martin Drake",492,"7","",8,1998,"ARP",681.25,72731,NA,266.445,0.7972,339.227,86089.55,839009.8,8,"","El Paso County"
"2553","CO","Martin Drake",492,"7","",9,1998,"ARP",698.25,79329,NA,285.307,0.8478,393.145,93413.5,910196.4,8,"","El Paso County"
"2554","CO","Martin Drake",492,"7","",10,1998,"ARP",744,86812,NA,349.101,0.9191,463.936,102372.3,997812.3,8,"","El Paso County"
"2555","CO","Martin Drake",492,"7","",11,1998,"ARP",720,85749,NA,349.989,0.8603,425.623,100773.2,982147.1,8,"","El Paso County"
"2556","CO","Martin Drake",492,"7","",12,1998,"ARP",666.25,82533,NA,334.705,1.0096,487.674,97379,949296.2,8,"","El Paso County"
"2557","CO","Nucla",527,"1","",1,1998,"ARP",693.25,55387,NA,120.4,0.2164,75.832,70912.9,691148.35,8,"WECC","Montrose County"
"2558","CO","Nucla",527,"1","",2,1998,"ARP",495.25,39952,NA,85.261,0.2551,67.165,50952.875,496623.9,8,"WECC","Montrose County"
"2559","CO","Nucla",527,"1","",3,1998,"ARP",721.25,62807,NA,144.367,0.302,119.676,80686.85,786426.2,8,"WECC","Montrose County"
"2560","CO","Nucla",527,"1","",4,1998,"ARP",720,64765,NA,148.678,0.2989,120.516,82412.2,803240.5,8,"WECC","Montrose County"
"2561","CO","Nucla",527,"1","",5,1998,"ARP",676,58792,NA,136.03,0.2815,103.408,74632.225,727402.1,8,"WECC","Montrose County"
"2562","CO","Nucla",527,"1","",6,1998,"ARP",720,65203,NA,149.101,0.3168,128.876,83301.9,811915.7,8,"WECC","Montrose County"
"2563","CO","Nucla",527,"1","",7,1998,"ARP",706.25,60385,NA,136.952,0.3104,119.935,78101.8,761213.8,8,"WECC","Montrose County"
"2564","CO","Nucla",527,"1","",8,1998,"ARP",523.5,42332,NA,104.895,0.3149,83.693,54312.8,529370.6,8,"WECC","Montrose County"
"2565","CO","Nucla",527,"1","",9,1998,"ARP",86.75,1041,NA,2.688,0.2219,2.907,1882.45,18347,8,"WECC","Montrose County"
"2566","CO","Nucla",527,"1","",10,1998,"ARP",743.5,70152,NA,148.432,0.181,75.253,84682.1,825359.4,8,"WECC","Montrose County"
